OBJECTID,GEOID10,GlobalID,OCC_RES,OCC_BUS,VAC_RES,VAC_BUS,TotalAddresses,TotalOCC,TotalVAC,TotRES,TotBUS,PctVAC,Shape__Area,Shape__Length
5742,261635129002020,485aa46c-4585-41a9-850d-944be29a2ed0,6,1,2,,9,7,2,8,1,0.222222222222222,295233.904296875,2488.68286750703
5743,261635137003012,2915b159-20c1-4a2d-96d1-3700f93f78a3,10,,13,1,24,10,14,23,1,0.583333333333333,180910.152099609,1868.00385898484
5744,261635124002013,be1172de-50ed-45ca-b080-d5ea82f0c952,6,1,2,,9,7,2,8,1,0.222222222222222,248993.325195313,2293.58451934517
5745,261635014004003,20b28617-a0db-4550-bfda-355522a36222,,1,,,1,1,0,0,1,,84197.6977539063,2316.2621861492
5746,261635014004002,6ce39c35-5746-49e3-8e88-af867d61a707,,2,,,2,2,0,0,2,,56334.1669921875,990.28114168902
5747,261635014004027,b87f7378-a806-43fc-952b-10fb3c926bf0,16,1,6,,23,17,6,22,1,0.260869565217391,211974.906738281,1962.66793913457
5748,261635208001076,c4c71588-c47e-4cb0-9a6f-a05c27a8887a,1,3,,,4,4,0,1,3,,611479.006591797,3319.09223548523
5749,261635160004002,03bd551e-c9dd-4bd4-9c49-01754c4adc9a,2,4,3,7,16,6,10,5,11,0.625,254477.638427734,2220.80816841229
5750,261635156001004,88188901-48b3-4725-9059-806541240037,5,,4,1,10,5,5,9,1,0.5,183283.159667969,1744.54720786736
5751,261635156001018,61a6e4ed-60b6-42af-b4a5-a095a3831661,1,,,1,2,1,1,1,1,0.5,209351.968017578,1867.73232336598
5752,261635047001021,b207bcb2-c8fb-4951-b723-07f7232fc6fd,3,,6,,9,3,6,9,0,0.666666666666667,190897.109375,1718.7171723113
5753,261635255001016,0495eb1a-8c1b-4c1c-abce-a9acc61c1cd1,7,,1,,8,7,1,8,0,0.125,127811.081298828,1629.87146834153
5754,261635019001000,7d0a4c29-a75c-4ed6-b543-b7a38ed81763,27,2,4,2,35,29,6,31,4,0.171428571428571,195826.668945313,1938.50079421296
5755,261635018002005,ee3ecda2-dce7-4ffb-a3a3-f86f1265033f,19,5,7,,31,24,7,26,5,0.225806451612903,203859.317382813,1961.938025277
5756,261635019003001,cb4645e4-97e7-4f01-8a3b-d03a0a8ed9c7,25,,3,,28,25,3,28,0,0.107142857142857,184646.009277344,1878.55501036568
5757,261635018001006,75fd8cf7-71fc-4b10-bb92-96063f59b507,63,,2,,65,63,2,65,0,0.0307692307692308,384226.30078125,3141.86729782246
5758,261635171001002,9502d44f-ee93-4fd1-ac24-4426b24ed54d,683,10,24,5,722,693,29,707,15,0.0401662049861496,1526426.8762207,6179.32062200816
5759,261635418001006,61e8bc9c-0455-43b8-b08d-8dc8436edce2,19,11,12,,42,30,12,31,11,0.285714285714286,474443.940917969,4939.74929211271
5760,261635171001008,90bcfc9d-58ab-4b1f-8df4-a7a929bf43d3,146,,,,146,146,0,146,0,,325890.261962891,2521.28989968332
5761,261635169001000,0597adec-2552-429c-884e-3f1acb4b3987,55,2,1,1,59,57,2,56,3,0.0338983050847458,450756.475097656,2869.72213774568
5762,261635166002001,2a81f21e-7c49-4a2b-80b5-ec160a908a87,,2,,,2,2,0,0,2,,1789680.49438477,5727.50693382125
5763,261635166001001,14b0a1e1-b8d2-4801-a2ee-4d7d9fd0194a,477,1,,,478,478,0,477,1,,1377013.11108398,4872.2184081323
5764,261635202002015,fb67d7dd-cf56-4df5-a8e8-4140db8d5ffa,,1,,,1,1,0,0,1,,626150.531738281,3489.70680374853
5765,261635389004010,53cacfd9-ad64-44fc-acd5-60e2fe68c813,24,,2,,26,24,2,26,0,0.0769230769230769,183625.091308594,1836.04726473169
5766,261635080001001,520f1525-fcb9-4a84-9165-a4207736bc15,15,,8,,23,15,8,23,0,0.347826086956522,256503.607910156,2356.62547805165
5767,261635451003005,eedba390-fca8-4303-b19d-70570127772d,11,,10,,21,11,10,21,0,0.476190476190476,165875.712890625,1654.29604817061
5768,261635319002021,79705163-a6cd-4958-9009-e9569159a40d,19,2,20,,41,21,20,39,2,0.48780487804878,270496.477050781,2385.25478118089
5769,261635313002004,857b126e-5eab-48d4-b96d-ce3c67223ce3,1,1,,1,3,2,1,1,2,0.333333333333333,231203.444824219,2046.89925260863
5770,261635313001001,4c52e9eb-bae4-4374-98d6-3a1c4290bcdf,47,,10,,57,47,10,57,0,0.175438596491228,329412.380615234,2646.15239590593
5771,261635319002024,db3f6b3b-f3d6-44c8-8a75-b8b66cc3efd0,22,1,31,1,55,23,32,53,2,0.581818181818182,274212.126220703,2397.11345723615
5772,261635322001009,3ef51767-8a54-43da-b2cf-4b2f7de49a84,18,,1,,19,18,1,19,0,0.0526315789473684,135508.749267578,1483.61189435826
5773,261635078002026,d3ca6ba0-0a7f-4fa8-88b9-3bcd97858b9e,,,5,1,6,0,6,5,1,1,75471.5678710938,1135.73117526241
5774,261635073002014,68084bef-40d7-4abd-9f0f-e8a60fa72b42,7,,3,,10,7,3,10,0,0.3,96744.0141601563,1258.63824131231
5775,261635073003027,5e2bb0b2-ec5b-49b1-b537-8de810a14803,2,,6,,8,2,6,8,0,0.75,152985.4921875,1594.96944399093
5776,261635073003006,47c48006-888c-4bb3-9215-3d3c32b7247d,10,,8,,18,10,8,18,0,0.444444444444444,168911.220703125,1689.08672119965
5777,261635078001018,96cb5892-7bb3-466b-ad4b-64eacbb5fe2c,4,,1,,5,4,1,5,0,0.2,121153.075683594,1465.45466487395
5778,261635078001019,29afb99a-bd21-4bae-aca0-b46a4ae1abb1,1,,1,,2,1,1,2,0,0.5,189485.547363281,2085.3379778761
5779,261635078001033,6c5ac553-09f2-4743-8801-123bee1d1a01,3,1,1,,5,4,1,4,1,0.2,195907.963867188,2141.66278564989
5780,261635078001016,de1c6d5c-9f5c-4d9f-b3ed-1c6627bcb21e,4,1,,,5,5,0,4,1,,223698.162109375,2216.68839992894
5781,261635073003001,c85e0aa7-a89a-4b4d-b28c-009daa71f3e8,32,,21,,53,32,21,53,0,0.39622641509434,365119.301269531,2869.34523189359
5782,261635073003008,bbb54399-14e5-467d-b653-aa8b8908ff26,6,1,5,,12,7,5,11,1,0.416666666666667,171857.529785156,1700.15362703732
5783,261635073003029,0fb71869-b4e0-47e3-89d7-2e8661d64f60,15,,10,,25,15,10,25,0,0.4,214724.435058594,1958.55660461599
5784,261635073003013,9567e484-2c94-4052-95c5-597493f69d6f,6,,7,3,16,6,10,13,3,0.625,211985.881347656,1951.62565971117
5785,261635073003012,a0b82f0d-950f-425e-8e4e-10159a35e45c,9,1,2,2,14,10,4,11,3,0.285714285714286,176021.151367188,1740.91564934525
5786,261635074003001,4e1cacf0-4a86-4295-b715-e256f552baea,33,,11,,44,33,11,44,0,0.25,274000.309570313,2316.72334083498
5787,261635074003002,3a8fae92-7ba5-46e6-8ca9-0055af358443,24,,6,6,36,24,12,30,6,0.333333333333333,273677.717285156,2315.96146241444
5788,261635074002022,f5168770-cfcd-40cb-a3d8-6c930d83b08b,18,,1,,19,18,1,19,0,0.0526315789473684,166252.232421875,2106.14232427281
5789,261635069005005,80eed263-c12d-45a6-9fc4-55b4ca420f7f,32,1,3,,36,33,3,35,1,0.0833333333333333,284537.084472656,2362.96605631749
5790,261635074001007,72fba002-49bc-49d7-83c5-f67894bab6f8,13,1,3,,17,14,3,16,1,0.176470588235294,163407.03125,2160.42088916121
5791,261635071002005,15b6e341-3aa3-4c4e-91c2-6905ce1eccc3,28,,4,,32,28,4,32,0,0.125,270572.16796875,2278.96660905172
5792,261635071002006,0ea31300-a4a7-4857-8f29-8edceea234a3,32,,5,,37,32,5,37,0,0.135135135135135,257248.506347656,2243.12663857093
5793,261635069005010,68ee7109-4edf-49c1-82ed-97a20622c1bb,28,,6,,34,28,6,34,0,0.176470588235294,280591.137695313,2372.598287867
5794,261635074003010,cefd60e1-83ec-415f-a16e-594689322867,4,1,,,5,5,0,4,1,,99176.4848632813,1321.25820423407
5795,261635069005017,a160c753-e0a6-4d34-b8e2-bdcd758ea207,,,,2,2,0,2,0,2,1,29207.0444335938,730.846781070153
5796,261635245001016,d2a307ed-74a2-43ab-813a-65acfb9a64b6,,1,1,,2,1,1,1,1,0.5,213702.475097656,1925.43177263486
5797,261635245001026,32587551-f087-4b8a-b00f-c0606edfc3a8,,1,,,1,1,0,0,1,,396673.92578125,3654.40887508251
5798,261635114001036,dbd20c4f-95dd-44bd-92d9-4c2263185349,16,2,6,,24,18,6,22,2,0.25,354118.32421875,3157.81860494726
5799,261635069004004,666912b6-7eb9-48ac-892c-8a7f08b12574,28,,5,,33,28,5,33,0,0.151515151515152,234925.470703125,2266.69415060624
5800,261635069003000,c5558cb2-3fa1-4304-9313-3d57e587d453,30,,3,,33,30,3,33,0,0.0909090909090909,219549.758789063,2185.16565427544
5801,261635069003007,75c02b0d-54e3-4ee5-b05b-11b77f875b88,24,,6,1,31,24,7,30,1,0.225806451612903,258500.125,2441.30818002759
5802,261635069002005,f9b555a6-d3a5-4544-b74b-2b539545841e,29,,5,,34,29,5,34,0,0.147058823529412,267096.822265625,2341.03938123484
5803,261635069001002,859bdce1-47f0-434e-b24d-fb1512f8de71,30,,4,,34,30,4,34,0,0.117647058823529,256996.133300781,2276.46677747453
5804,261635070002007,c74cabb9-20a5-4d9d-a099-03cfb94b0428,26,,2,,28,26,2,28,0,0.0714285714285714,170782.817871094,1753.7050271447
5805,261635070002008,b2760c36-1a91-4fcf-b5cb-d8d5b09fe452,16,,5,,21,16,5,21,0,0.238095238095238,175493.868652344,1786.85053366668
5806,261635070003016,6a3f4ecc-5cc6-4f6d-91e0-89366920e9ff,9,,3,,12,9,3,12,0,0.25,117995.153808594,1415.06769252207
5807,261635070003022,8e464a82-e120-4fea-997d-ea79fda494dc,9,,,4,13,9,4,9,4,0.307692307692308,118374.165527344,1419.48834551734
5808,261635071004013,d3cfdca9-bd8a-4467-8881-09d9e957f098,21,,13,,34,21,13,34,0,0.382352941176471,230283.379882813,2269.38733185077
5809,261635072002001,22e84e43-cc67-4f4e-9085-51f83fa9c7dc,13,4,7,,24,17,7,20,4,0.291666666666667,225699.3203125,2229.97008129116
5810,261635052001004,800ea682-054f-46fe-8dbd-3dc1ba9a2f48,41,,5,,46,41,5,46,0,0.108695652173913,341141.79296875,2685.41845017325
5811,261635052002009,e1a74b63-0a42-4595-aeb1-ce32f9fb8951,34,2,41,,77,36,41,75,2,0.532467532467532,412272.484375,3470.60913566127
5812,261635054001015,4807bcb4-e134-4bcb-adea-36645626a86b,35,1,10,,46,36,10,45,1,0.217391304347826,329993.299316406,2620.51132386249
5813,261635054004006,59ff3e39-c657-4884-a316-928f0c686336,28,,15,,43,28,15,43,0,0.348837209302326,294627.982421875,2547.63118844079
5814,261635054004004,6d76da3f-b3cb-4851-a309-49cd6ac69b8f,13,,23,,36,13,23,36,0,0.638888888888889,299511.476074219,2595.78899676132
5815,261635242005000,6f0832ad-fbb7-426c-982b-2a457dd3d281,31,7,7,6,51,38,13,38,13,0.254901960784314,245081.482421875,2332.63755278519
5816,261635242003002,f315e287-1660-4fbb-b6df-7e132a7eab52,39,,5,,44,39,5,44,0,0.113636363636364,242874.048339844,2327.54062615562
5817,261635319001023,6f7c9558-81ac-4231-80b4-58d35d5a6d45,7,,23,2,32,7,25,30,2,0.78125,227339.734375,2038.11854989229
5818,261635313002005,859d7403-0622-4c32-a68d-47b9bbe3d500,18,2,4,,24,20,4,22,2,0.166666666666667,243538.303466797,2223.01331573748
5819,261635467002010,22e8c302-1749-4678-a1ad-5eeedbf913a1,15,2,3,,20,17,3,18,2,0.15,205085.497802734,1924.86625372983
5820,261635055001003,03e89154-f5fc-46ca-a8a2-495ff6897604,,1,,,1,1,0,0,1,,41591.7739257813,978.322058102106
5821,261635305003007,3ee65a13-754d-405d-b436-6839347ca908,,1,,,1,1,0,0,1,,48900.802734375,919.850615653974
5822,261635342001030,87763a47-3361-4d97-8a7e-55762830e9a2,,1,,,1,1,0,0,1,,58271.5998535156,980.445525614097
5823,261635313001005,e733c547-7aa4-4c37-8e29-911100c6bce4,,2,,,2,2,0,0,2,,569520.40234375,2941.71891329116
5824,261635413002004,d175c3e8-bbef-4c24-870c-b6dee1d2ab8e,47,27,13,2,89,74,15,60,29,0.168539325842697,262112.644042969,2308.47920458095
5825,261635413003013,2c2110c2-9e3f-404b-9049-b77821ea3253,26,,4,,30,26,4,30,0,0.133333333333333,319787.474609375,3451.20883855309
5826,261635413002020,0593c471-72b5-4053-8568-cfd1788dced4,19,,3,,22,19,3,22,0,0.136363636363636,237589.775878906,2038.79690693767
5827,261635443003006,4db662fa-ad81-455c-aa32-2341e73c2075,23,4,9,,36,27,9,32,4,0.25,325594.419921875,2533.01230139666
5828,261635402002006,9280f05d-6c9b-4d48-a365-2fc41c5bd5fc,25,1,1,5,32,26,6,26,6,0.1875,182638.685546875,1876.45513226217
5829,261635402002007,afb70337-cb55-4b0b-98e9-5f77775183a3,24,3,1,,28,27,1,25,3,0.0357142857142857,182377.622558594,1875.82325895828
5830,261635402003009,ac01a48a-a1e5-4c09-ba57-89886eb60102,23,,5,,28,23,5,28,0,0.178571428571429,187344.953613281,1862.3329618774
5831,261635402001010,9ae1ee28-7602-482c-98ce-afce3cd57798,21,10,2,3,36,31,5,23,13,0.138888888888889,190899.095703125,1891.95752634353
5832,261635403005000,924e8646-0fbf-4ae0-ac4c-195919c85869,18,5,3,1,27,23,4,21,6,0.148148148148148,192582.323730469,1925.62817936752
5833,261635403005021,9275341b-2d36-4e42-955e-a7cf8238e477,26,,3,,29,26,3,29,0,0.103448275862069,191042.458984375,1902.0996965847
5834,261635403002005,7d438da8-7cac-42e9-b737-888971f0e0c7,25,,1,,26,25,1,26,0,0.0384615384615385,209965.119140625,1953.51304706046
5835,261635403002000,0cdf5924-2e4a-43b2-acf5-cc35d0e0b716,22,6,1,,29,28,1,23,6,0.0344827586206897,213441.12890625,1962.61427981016
5836,261635404002003,5c06bef9-82bd-4d56-b877-0e41c720525c,21,,3,,24,21,3,24,0,0.125,171273.14453125,1759.88676890389
5837,261635403002010,29ac4f4d-4501-4457-9eb5-cfb19fd170d1,26,,1,,27,26,1,27,0,0.037037037037037,193085.642089844,1903.57305701847
5838,261635404003011,b26350db-33aa-41c1-9582-54c817bb3863,24,,1,,25,24,1,25,0,0.04,178036.650390625,1807.62966501869
5839,261635366001018,3088e037-ca99-4e50-94de-a08752dfffef,5,1,,1,7,6,1,5,2,0.142857142857143,141560.426025391,1561.82282832547
5840,261635347004032,41e04645-36ae-4eea-b1cb-dfcb5de4978a,21,,,,21,21,0,21,0,,174327.070068359,1827.52408883656
5841,261635356004004,fed9fb3f-6f63-4d43-8248-bf44e597984d,4,1,2,,7,5,2,6,1,0.285714285714286,108849.459472656,1301.69904465842
5842,261635347003001,1adba704-cb53-468d-b898-25bd98858dd5,30,1,6,,37,31,6,36,1,0.162162162162162,269347.942871094,2331.20696496914
5843,261635347004001,ce77482c-3a74-4cbb-9ebc-ed3b8133b0b9,36,1,4,,41,37,4,40,1,0.0975609756097561,295186.024169922,2540.11565368479
5844,261635347002000,287ee5e1-ed76-4ff3-a290-2d0e3ff159e3,20,,14,,34,20,14,34,0,0.411764705882353,238835.460205078,2299.64919613841
5845,261635261002007,50568f1a-f192-4c27-b4c1-d5d99a0bd8b8,11,1,,,12,12,0,11,1,,176683.540283203,2504.53181258922
5846,261635245002004,c11ed9c4-8205-48d0-830c-ef74ec59a75b,,2,,,2,2,0,0,2,,250744.190673828,2167.00971245809
5847,261635245002044,87863c75-58b6-4746-bcd3-56a0fa074e70,2,,1,,3,2,1,3,0,0.333333333333333,230462.577148438,2185.38631077359
5848,261635245002020,93dd6440-c690-4d27-ae8d-556fa5b2085b,,4,,2,6,4,2,0,6,0.333333333333333,234022.528076172,2206.75757064808
5849,261635303003026,bf8eb988-75bd-49df-aaa3-036140e969ad,9,5,1,4,19,14,5,10,9,0.263157894736842,202172.803710938,1941.16648767512
5850,261635303002000,914f78fd-d219-4255-a3c7-23297f71f338,2,7,6,,15,9,6,8,7,0.4,252314.158203125,2200.17089513087
5851,261635304002001,9d5d52eb-81f7-4252-aa2d-c92388ffb5e0,23,1,7,,31,24,7,30,1,0.225806451612903,211210.551269531,2061.72801635982
5852,261635304002000,15d5990c-b090-477d-8095-25cdb2f63068,29,,11,,40,29,11,40,0,0.275,238143.052734375,2167.32660189825
5853,261635302001004,cc3a5b68-b6b6-4be7-ade1-6e92e841d7de,26,2,2,,30,28,2,28,2,0.0666666666666667,288767.583496094,2413.57191486362
5854,261635302001008,b7500256-4642-4066-ab4f-85f6ab04bd6e,32,,5,,37,32,5,37,0,0.135135135135135,284781.125,2385.44080594825
5855,261635302005000,7e2c5a6a-dcfc-4ef1-b881-b357f137200d,29,2,6,1,38,31,7,35,3,0.184210526315789,344784.240234375,3138.02935969153
5856,261635302005007,b85a8f5d-ce0c-4509-8857-de0537658344,11,,5,,16,11,5,16,0,0.3125,104079.362792969,1315.19750062278
5857,261635302003002,4158fa9e-5a89-406b-bacc-ee6f53e3988c,36,1,12,1,50,37,13,48,2,0.26,347271.717773438,3159.08893142493
5858,261635302003001,0386c9d4-b102-4774-a050-d5cc7fce6ea4,18,1,18,3,40,19,21,36,4,0.525,347464.723144531,3160.8099444304
5859,261635301003011,0df6e788-61bc-4622-9b22-341e484ceeb4,16,,6,,22,16,6,22,0,0.272727272727273,131672.470703125,2057.12033885702
5860,261635303001012,b2fc954f-f1d2-49f6-993c-8e50d66c6ea0,18,,17,,35,18,17,35,0,0.485714285714286,206529.277832031,1935.27093011032
5861,261635316002006,fc4bed29-8e00-4c81-8f0c-2ec58971b3c9,64,,16,,80,64,16,80,0,0.2,305657.514160156,2657.20682231715
5862,261635435001002,50af03a5-a9ba-4438-bd38-2c418079672a,9,,11,,20,9,11,20,0,0.55,196099.48046875,1905.05644660583
5863,261635369003008,b99199b4-d898-4043-a689-86eb6d656b9d,43,,13,,56,43,13,56,0,0.232142857142857,501232.184082031,2830.29063877658
5864,261635370001008,2c4f6212-5d53-495e-8eea-3e8a04e3903e,13,6,1,4,24,19,5,14,10,0.208333333333333,194855.276855469,1917.78552594675
5865,261635370002010,a798235f-c58f-4158-9a60-ef2248fe4649,10,3,5,,18,13,5,15,3,0.277777777777778,191020.531738281,1903.98268549399
5866,261635370003007,c8f9ad55-57f6-49fb-836e-07562193e149,23,,6,,29,23,6,29,0,0.206896551724138,195313.508300781,1920.57757988726
5867,261635370003004,6d88db17-89cc-4d21-8e57-bd0e17d4776d,26,,5,,31,26,5,31,0,0.161290322580645,197585.937011719,1931.46574221541
5868,261635377001007,a33f59ce-b45a-459c-8d1f-3dd36055e7ae,31,1,8,,40,32,8,39,1,0.2,259141.498046875,2459.56465705544
5869,261635430001000,b5624919-df32-4c9e-a10f-3c55f53955f2,18,,,,18,18,0,18,0,,202516.313476563,1941.93821703417
5870,261635434003012,4bb85d22-eafc-4706-ab46-9b427945d41e,26,,,,26,26,0,26,0,,1065300.66699219,4307.36312689547
5871,261635429004003,06da7e51-a997-4784-a420-94fa1e12dc9a,30,,2,,32,30,2,32,0,0.0625,301747.889648438,2481.33609647864
5872,261635437003007,b74f09e9-899f-48dd-bae3-eeb9b5e85dbd,13,,13,,26,13,13,26,0,0.5,304810.333251953,2456.22289850638
5873,261635429004001,3bbca7d7-a100-4615-aff8-fc010a8fb92b,29,,2,,31,29,2,31,0,0.0645161290322581,308449.571289063,2495.02914436215
5874,261635429001015,13d44830-a944-4c26-bd14-752a030deeab,21,,,,21,21,0,21,0,,218733.94140625,1977.59321072499
5875,261635429004008,4b79d3c2-f144-4a40-80cb-fddf851071db,23,,3,,26,23,3,26,0,0.115384615384615,282891.463378906,2336.11492833363
5876,261635180001002,2a1cc5dc-fb92-4df0-9462-a0e1a2a5fb56,55,,8,1,64,55,9,63,1,0.140625,309697.4765625,2303.05043795962
5877,261635180001004,e3a5d37e-5bc7-4027-abb5-14e953ba1a20,81,5,1,,87,86,1,82,5,0.0114942528735632,572667.800537109,3033.0919673457
5878,261635202001000,c8188ece-e906-4490-8604-f89aa3e1f0fb,99,13,1,1,114,112,2,100,14,0.0175438596491228,300852.309326172,2253.07868955883
5879,261635221001009,d7115bd4-12ba-4d3b-97b4-59750f586d60,2,1,3,,6,3,3,5,1,0.5,136735.801269531,1563.35635399432
5880,261635180001011,6a2c983f-db24-450d-9e60-47401fc04e02,,3,,,3,3,0,0,3,,412041.877685547,2581.84746716462
5881,261635175002004,bbc2e7ca-ef89-4535-bd18-65a539b4a940,382,13,8,2,405,395,10,390,15,0.0246913580246914,293712.744140625,2232.9551962526
5882,261635203001000,559cbf2a-58dd-4987-a313-a114afdfb7a5,436,21,3,,460,457,3,439,21,0.00652173913043478,662524.032958984,3281.71633579521
5883,261635204001000,82659aff-d8e4-43b1-9b3d-1193e9bd1e5d,166,4,3,1,174,170,4,169,5,0.0229885057471264,206054.744384766,1972.58541887998
5884,261635204001009,6de06c86-e8b0-46fd-b5f0-1291f81869bd,,2,,,2,2,0,0,2,,98784.193359375,1274.44506979632
5885,261635215001031,6e6230cc-c7e0-4bbf-a3cc-484efb7912a3,14,,1,,15,14,1,15,0,0.0666666666666667,184701.869140625,1834.56102713747
5886,261635215001061,cc8ebbc8-cfdd-4a75-9bb9-a4c1181d6c47,6,2,1,1,10,8,2,7,3,0.2,184344.575195313,1833.15166932371
5887,261635215001066,50d54d61-1ad1-473c-bb01-7ef33bbe7aaf,,1,,,1,1,0,0,1,,184847.305908203,1833.51984773089
5888,261635215001078,3a84803e-2c0b-448b-9fcd-394b17a56c3c,1,1,,1,3,2,1,1,2,0.333333333333333,184549.482177734,1836.81436967607
5889,261635214001052,78990adb-bc55-42cc-9a20-311798954a4e,1,13,,,14,14,0,1,13,,214201.682861328,1888.35753349869
5890,261635211001002,70beebcc-4a6f-455d-a389-c1f036c6b59a,,2,,,2,2,0,0,2,,392181.166259766,2561.50055291327
5891,261635211001064,7731de45-8dde-4582-bed3-b224cac7bd88,,1,,,1,1,0,0,1,,150272.641845703,1628.6101918001
5892,261635211001021,345d5d60-7a87-45e5-92ba-2aca9baa0648,,1,,,1,1,0,0,1,,115234.211181641,1483.74149206076
5893,261635110004020,0af0c0d7-1ddf-4605-bfcc-3ad1446bf078,,1,,1,2,1,1,0,2,0.5,85049.1293945313,1182.38052380845
5894,261635185001009,23a89c6a-5247-4f28-b831-b3db85812ecf,20,,7,,27,20,7,27,0,0.259259259259259,297334.558837891,2268.37451951629
5895,261635074002008,136257cf-8a0e-44f8-a900-5b54920ab658,11,1,11,1,24,12,12,22,2,0.5,229799.275390625,2252.11661452783
5896,261635074002015,a3311c1d-fb15-4386-8b62-08bfe0ef1007,,1,,,1,1,0,0,1,,460397.900390625,2791.08195900597
5897,261635078002009,1be159f6-f68a-4f23-b889-5d265ec3e6dd,5,,,,5,5,0,5,0,,100203.84375,1272.07030123647
5898,261635074004004,1873d0fc-fabf-40a4-ac2c-97e30a28d3ed,16,3,7,,26,19,7,23,3,0.269230769230769,226797.369628906,2325.13991095735
5899,261635051004006,1a89c5ad-1fa3-4155-ba0e-40f5f6d4ae46,10,1,16,,27,11,16,26,1,0.592592592592593,229699.188964844,2259.37560414671
5900,261635051003001,b533ac62-4dcb-42a9-9b27-73176eb1085c,18,,3,,21,18,3,21,0,0.142857142857143,141519.37109375,1560.41469402295
5901,261635106001013,23687b57-3408-42d4-84f0-73551d4a5e56,4,3,5,,12,7,5,9,3,0.416666666666667,205076.086425781,1955.63217902236
5902,261635048002000,dfdd74ae-764a-4658-bd46-b223cca57efe,9,3,14,,26,12,14,23,3,0.538461538461538,431713.235351563,3188.74491039015
5903,261635106001002,4f1a2434-f07e-4212-b8e1-08d4a70b73ca,12,,5,1,18,12,6,17,1,0.333333333333333,172767.854003906,1723.09248464485
5904,261635106001012,24aacde1-146c-4e13-b433-0d10a6718c3b,15,,8,2,25,15,10,23,2,0.4,216870.417480469,2004.01960707312
5905,261635110002046,1670e66f-1b27-4766-91fb-be28922c250a,,2,,,2,2,0,0,2,,442789.425292969,3147.30031759391
5906,261635106001000,ecaaeab6-8d1b-4136-8dc6-4e105df86010,12,1,1,,14,13,1,13,1,0.0714285714285714,170910.75390625,1715.75101506996
5907,261635042004014,9c4b5c11-6d25-4d03-81a1-a153698ec1ac,11,,12,,23,11,12,23,0,0.521739130434783,235184.436035156,2271.42481725863
5908,261635003001007,8e4bdfcb-301c-4f43-aa65-cfa01945a4b1,14,,9,,23,14,9,23,0,0.391304347826087,215889.396484375,1972.15105453093
5909,261635006004001,3365f2f9-9c75-43d6-bf37-289a3140e6d3,9,7,4,4,24,16,8,13,11,0.333333333333333,195652.362792969,1903.51611539444
5910,261635003001011,5daabbf1-b1e8-4194-8ea6-eadfbfdc40e6,20,,9,,29,20,9,29,0,0.310344827586207,215753.282714844,1971.0683290147
5911,261635006001013,28ad142a-5016-489b-8717-e1e900bc70c1,16,,6,,22,16,6,22,0,0.272727272727273,165177.078125,1760.35714773657
5912,261635006001005,4bf333ff-d8f3-4388-b924-f958b2920004,26,,6,,32,26,6,32,0,0.1875,194313.674804688,1908.57105250266
5913,261635006002009,8f23665f-700a-461e-ba2d-9812724f6081,20,,5,9,34,20,14,25,9,0.411764705882353,219646.338378906,1987.77894250021
5914,261635005001006,49270ea5-66e6-4730-905e-4b84f9e89e7f,23,,1,,24,23,1,24,0,0.0416666666666667,194729.760253906,1907.36656795616
5915,261635005003007,971187ab-7477-4074-adff-a8ecf647282b,23,,7,,30,23,7,30,0,0.233333333333333,192478.224121094,1905.19614401102
5916,261635313002001,58e49b64-639e-491f-8295-7f66a390348a,19,2,13,,34,21,13,32,2,0.382352941176471,334426.067382813,2636.43893984064
5917,261635313002007,9b2b10d6-7614-4a95-bc58-9583975b04bf,153,1,2,,156,154,2,155,1,0.0128205128205128,226639.695556641,2035.63745186125
